T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26
plan,cohesion,cohesion,emotion,monitor,plan,plan,consensus,plan,consensus,plan,plan,monitor,consensus,plan,consensus,plan,plan,plan,emotion,consensus,,,,,
consensus,plan,consensus,coregulate,plan,plan,consensus,emotion,consensus,emotion,consensus,discuss,discuss,emotion,synthesis,consensus,discuss,adapt,consensus,coregulate,,,,,,
monitor,coregulate,emotion,,,,,,,,,,,,,,,,,,,,,,,
synthesis,consensus,plan,cohesion,consensus,plan,plan,consensus,discuss,discuss,coregulate,consensus,cohesion,coregulate,plan,discuss,consensus,discuss,cohesion,monitor,discuss,cohesion,,,,
emotion,consensus,emotion,monitor,discuss,,,,,,,,,,,,,,,,,,,,,
monitor,discuss,consensus,coregulate,emotion,cohesion,,,,,,,,,,,,,,,,,,,,
discuss,adapt,consensus,coregulate,discuss,discuss,consensus,coregulate,consensus,coregulate,,,,,,,,,,,,,,,,
plan,discuss,discuss,consensus,coregulate,coregulate,plan,emotion,plan,,,,,,,,,,,,,,,,,
plan,plan,plan,discuss,consensus,plan,plan,emotion,,,,,,,,,,,,,,,,,,
plan,emotion,cohesion,consensus,consensus,,,,,,,,,,,,,,,,,,,,,
emotion,emotion,cohesion,consensus,coregulate,discuss,consensus,emotion,cohesion,coregulate,discuss,cohesion,,,,,,,,,,,,,,
discuss,consensus,discuss,,,,,,,,,,,,,,,,,,,,,,,
plan,plan,consensus,consensus,emotion,consensus,plan,emotion,consensus,emotion,emotion,consensus,plan,plan,,,,,,,,,,,,
discuss,coregulate,monitor,discuss,consensus,discuss,plan,emotion,discuss,consensus,coregulate,emotion,plan,plan,plan,consensus,discuss,consensus,consensus,cohesion,consensus,,,,,
emotion,discuss,discuss,adapt,emotion,cohesion,emotion,emotion,consensus,monitor,plan,plan,emotion,consensus,coregulate,plan,emotion,cohesion,consensus,discuss,,,,,,
consensus,cohesion,consensus,consensus,consensus,discuss,consensus,emotion,cohesion,consensus,emotion,cohesion,consensus,coregulate,discuss,,,,,,,,,,,
plan,plan,consensus,plan,discuss,synthesis,adapt,consensus,plan,plan,plan,consensus,emotion,cohesion,consensus,coregulate,discuss,consensus,coregulate,discuss,consensus,discuss,discuss,emotion,consensus,
consensus,coregulate,discuss,consensus,plan,discuss,monitor,cohesion,coregulate,plan,monitor,consensus,cohesion,plan,cohesion,consensus,monitor,plan,consensus,consensus,discuss,discuss,synthesis,,,
cohesion,consensus,discuss,,,,,,,,,,,,,,,,,,,,,,,
consensus,plan,cohesion,consensus,discuss,consensus,plan,plan,plan,monitor,consensus,coregulate,plan,coregulate,consensus,monitor,discuss,consensus,consensus,plan,consensus,emotion,,,,
consensus,consensus,discuss,consensus,discuss,cohesion,emotion,consensus,discuss,monitor,consensus,discuss,emotion,consensus,consensus,plan,consensus,consensus,plan,emotion,consensus,plan,plan,,,
plan,consensus,coregulate,plan,consensus,consensus,consensus,plan,,,,,,,,,,,,,,,,,,
discuss,coregulate,monitor,plan,emotion,discuss,synthesis,consensus,emotion,cohesion,consensus,plan,discuss,coregulate,discuss,consensus,discuss,consensus,coregulate,discuss,consensus,discuss,emotion,consensus,plan,
consensus,plan,consensus,plan,plan,consensus,emotion,consensus,discuss,consensus,discuss,consensus,coregulate,plan,plan,plan,consensus,plan,emotion,cohesion,consensus,discuss,synthesis,plan,emotion,
discuss,coregulate,plan,plan,consensus,consensus,consensus,coregulate,consensus,coregulate,adapt,discuss,adapt,cohesion,synthesis,consensus,consensus,emotion,discuss,synthesis,plan,monitor,discuss,synthesis,,
discuss,discuss,consensus,plan,coregulate,plan,plan,emotion,cohesion,coregulate,plan,emotion,emotion,cohesion,consensus,plan,consensus,plan,plan,plan,emotion,plan,consensus,plan,emotion,
discuss,consensus,plan,discuss,emotion,monitor,,,,,,,,,,,,,,,,,,,,
consensus,emotion,consensus,coregulate,emotion,cohesion,coregulate,emotion,cohesion,emotion,plan,plan,plan,plan,plan,emotion,,,,,,,,,,
plan,plan,emotion,consensus,plan,monitor,plan,emotion,consensus,discuss,consensus,coregulate,,,,,,,,,,,,,,
consensus,consensus,monitor,adapt,cohesion,consensus,plan,emotion,plan,consensus,emotion,cohesion,consensus,monitor,emotion,plan,monitor,discuss,emotion,cohesion,,,,,,
consensus,plan,emotion,cohesion,consensus,emotion,discuss,consensus,emotion,consensus,coregulate,discuss,emotion,consensus,plan,emotion,cohesion,discuss,cohesion,consensus,cohesion,,,,,
consensus,emotion,plan,monitor,emotion,consensus,plan,discuss,discuss,consensus,emotion,cohesion,cohesion,cohesion,consensus,emotion,cohesion,consensus,plan,emotion,consensus,coregulate,emotion,consensus,plan,
monitor,emotion,consensus,plan,plan,monitor,consensus,plan,consensus,monitor,cohesion,emotion,coregulate,discuss,consensus,plan,consensus,synthesis,,,,,,,,
synthesis,consensus,plan,emotion,cohesion,consensus,discuss,consensus,consensus,,,,,,,,,,,,,,,,,
consensus,plan,emotion,consensus,coregulate,emotion,cohesion,consensus,plan,,,,,,,,,,,,,,,,,
plan,consensus,plan,plan,consensus,discuss,consensus,plan,consensus,plan,plan,discuss,cohesion,consensus,discuss,consensus,emotion,emotion,,,,,,,,
plan,emotion,cohesion,emotion,consensus,consensus,plan,consensus,discuss,synthesis,consensus,plan,discuss,discuss,synthesis,adapt,cohesion,consensus,discuss,discuss,emotion,plan,consensus,discuss,consensus,
emotion,cohesion,consensus,discuss,discuss,consensus,emotion,cohesion,emotion,synthesis,plan,plan,consensus,plan,,,,,,,,,,,,
emotion,cohesion,emotion,discuss,synthesis,consensus,plan,plan,plan,consensus,monitor,discuss,consensus,emotion,discuss,,,,,,,,,,,
plan,plan,consensus,coregulate,consensus,plan,emotion,coregulate,plan,plan,consensus,plan,consensus,plan,plan,consensus,plan,monitor,emotion,consensus,cohesion,,,,,
monitor,consensus,discuss,discuss,discuss,cohesion,consensus,cohesion,emotion,consensus,,,,,,,,,,,,,,,,
cohesion,consensus,plan,emotion,cohesion,emotion,discuss,emotion,cohesion,coregulate,consensus,plan,discuss,consensus,consensus,coregulate,plan,discuss,consensus,plan,plan,,,,,
discuss,discuss,,,,,,,,,,,,,,,,,,,,,,,,
emotion,cohesion,cohesion,synthesis,discuss,consensus,coregulate,plan,,,,,,,,,,,,,,,,,,
synthesis,consensus,discuss,cohesion,consensus,discuss,discuss,discuss,consensus,discuss,consensus,plan,,,,,,,,,,,,,,
emotion,cohesion,cohesion,plan,consensus,plan,consensus,coregulate,discuss,synthesis,consensus,coregulate,consensus,,,,,,,,,,,,,
consensus,plan,plan,emotion,cohesion,consensus,coregulate,discuss,emotion,plan,plan,consensus,,,,,,,,,,,,,,
cohesion,consensus,plan,plan,discuss,cohesion,consensus,emotion,consensus,coregulate,cohesion,consensus,plan,consensus,plan,consensus,coregulate,,,,,,,,,
monitor,monitor,discuss,consensus,consensus,discuss,consensus,plan,emotion,cohesion,consensus,,,,,,,,,,,,,,,
emotion,discuss,emotion,plan,emotion,cohesion,discuss,coregulate,emotion,plan,,,,,,,,,,,,,,,,
consensus,discuss,synthesis,,,,,,,,,,,,,,,,,,,,,,,
emotion,consensus,consensus,coregulate,discuss,synthesis,consensus,coregulate,discuss,plan,emotion,consensus,plan,plan,,,,,,,,,,,,
plan,plan,discuss,discuss,synthesis,consensus,plan,consensus,coregulate,plan,plan,plan,plan,consensus,discuss,,,,,,,,,,,
consensus,discuss,consensus,discuss,consensus,consensus,monitor,emotion,cohesion,consensus,consensus,emotion,plan,emotion,cohesion,coregulate,emotion,consensus,plan,,,,,,,
consensus,monitor,consensus,coregulate,,,,,,,,,,,,,,,,,,,,,,
discuss,consensus,plan,consensus,discuss,cohesion,consensus,discuss,coregulate,discuss,consensus,discuss,synthesis,consensus,plan,plan,emotion,consensus,plan,consensus,plan,,,,,
cohesion,consensus,emotion,consensus,plan,consensus,emotion,,,,,,,,,,,,,,,,,,,
discuss,cohesion,consensus,plan,consensus,plan,monitor,discuss,,,,,,,,,,,,,,,,,,
discuss,consensus,consensus,plan,emotion,cohesion,consensus,emotion,consensus,discuss,consensus,cohesion,consensus,discuss,discuss,coregulate,synthesis,emotion,cohesion,consensus,plan,consensus,emotion,,,
emotion,consensus,discuss,synthesis,plan,plan,plan,emotion,discuss,emotion,consensus,plan,plan,discuss,consensus,plan,consensus,,,,,,,,,
consensus,coregulate,plan,plan,discuss,,,,,,,,,,,,,,,,,,,,,
discuss,emotion,consensus,plan,cohesion,consensus,discuss,consensus,discuss,consensus,emotion,discuss,discuss,consensus,plan,consensus,plan,plan,plan,coregulate,plan,consensus,,,,
cohesion,consensus,consensus,discuss,consensus,emotion,discuss,discuss,consensus,discuss,coregulate,emotion,consensus,discuss,synthesis,,,,,,,,,,,
plan,monitor,discuss,,,,,,,,,,,,,,,,,,,,,,,
coregulate,synthesis,consensus,coregulate,discuss,consensus,consensus,coregulate,discuss,consensus,plan,consensus,plan,consensus,emotion,consensus,coregulate,discuss,coregulate,emotion,discuss,cohesion,consensus,plan,discuss,discuss
discuss,coregulate,cohesion,consensus,discuss,synthesis,consensus,emotion,emotion,cohesion,consensus,plan,consensus,,,,,,,,,,,,,
discuss,cohesion,consensus,plan,monitor,discuss,discuss,consensus,consensus,consensus,plan,plan,coregulate,plan,consensus,discuss,coregulate,plan,monitor,consensus,monitor,,,,,
consensus,plan,emotion,consensus,consensus,consensus,plan,plan,consensus,plan,consensus,plan,consensus,consensus,plan,plan,consensus,consensus,synthesis,,,,,,,
consensus,consensus,discuss,coregulate,emotion,consensus,emotion,discuss,consensus,,,,,,,,,,,,,,,,,
emotion,cohesion,plan,emotion,discuss,coregulate,,,,,,,,,,,,,,,,,,,,
plan,emotion,plan,consensus,coregulate,plan,plan,emotion,discuss,consensus,plan,plan,emotion,,,,,,,,,,,,,
monitor,discuss,emotion,consensus,plan,plan,consensus,coregulate,emotion,cohesion,emotion,consensus,plan,consensus,coregulate,coregulate,consensus,discuss,,,,,,,,
emotion,cohesion,consensus,discuss,consensus,emotion,cohesion,consensus,,,,,,,,,,,,,,,,,,
plan,plan,consensus,plan,monitor,discuss,coregulate,discuss,adapt,consensus,coregulate,plan,plan,plan,plan,plan,plan,emotion,consensus,discuss,,,,,,
plan,emotion,cohesion,consensus,plan,plan,plan,plan,consensus,monitor,plan,plan,plan,consensus,discuss,consensus,,,,,,,,,,
discuss,consensus,consensus,coregulate,plan,consensus,consensus,plan,consensus,plan,,,,,,,,,,,,,,,,
discuss,cohesion,consensus,discuss,consensus,plan,emotion,,,,,,,,,,,,,,,,,,,
consensus,coregulate,emotion,discuss,discuss,synthesis,consensus,plan,plan,plan,plan,consensus,coregulate,emotion,cohesion,consensus,plan,consensus,coregulate,emotion,,,,,,
monitor,discuss,consensus,cohesion,coregulate,discuss,consensus,coregulate,monitor,discuss,discuss,coregulate,discuss,coregulate,discuss,consensus,coregulate,discuss,,,,,,,,
monitor,consensus,plan,consensus,coregulate,plan,,,,,,,,,,,,,,,,,,,,
monitor,coregulate,consensus,coregulate,discuss,synthesis,consensus,emotion,discuss,consensus,plan,consensus,coregulate,emotion,cohesion,plan,consensus,plan,monitor,,,,,,,
consensus,plan,consensus,coregulate,consensus,discuss,consensus,consensus,coregulate,consensus,plan,consensus,monitor,emotion,consensus,coregulate,plan,cohesion,consensus,cohesion,consensus,coregulate,monitor,cohesion,plan,
consensus,plan,plan,discuss,consensus,coregulate,emotion,synthesis,adapt,consensus,discuss,consensus,plan,emotion,consensus,discuss,emotion,consensus,discuss,consensus,discuss,emotion,consensus,coregulate,discuss,
discuss,consensus,discuss,,,,,,,,,,,,,,,,,,,,,,,
consensus,plan,emotion,consensus,plan,emotion,consensus,discuss,consensus,plan,plan,plan,emotion,discuss,consensus,emotion,consensus,discuss,emotion,consensus,discuss,,,,,
emotion,plan,plan,emotion,cohesion,plan,emotion,adapt,consensus,coregulate,consensus,coregulate,discuss,consensus,discuss,coregulate,discuss,,,,,,,,,
monitor,plan,consensus,consensus,plan,consensus,discuss,consensus,discuss,synthesis,plan,,,,,,,,,,,,,,,
monitor,emotion,consensus,,,,,,,,,,,,,,,,,,,,,,,
emotion,cohesion,consensus,coregulate,plan,discuss,consensus,discuss,discuss,plan,consensus,plan,plan,plan,monitor,emotion,consensus,discuss,adapt,cohesion,consensus,plan,consensus,plan,,
emotion,cohesion,coregulate,emotion,cohesion,consensus,discuss,discuss,consensus,emotion,coregulate,monitor,consensus,monitor,discuss,plan,consensus,coregulate,consensus,plan,plan,emotion,consensus,plan,,
discuss,cohesion,consensus,discuss,consensus,plan,adapt,emotion,cohesion,consensus,discuss,,,,,,,,,,,,,,,
emotion,emotion,consensus,discuss,emotion,consensus,plan,cohesion,consensus,discuss,coregulate,,,,,,,,,,,,,,,
emotion,cohesion,emotion,cohesion,plan,consensus,discuss,coregulate,plan,,,,,,,,,,,,,,,,,
discuss,emotion,cohesion,consensus,emotion,consensus,consensus,,,,,,,,,,,,,,,,,,,
consensus,plan,coregulate,emotion,consensus,plan,consensus,consensus,,,,,,,,,,,,,,,,,,
discuss,cohesion,discuss,consensus,emotion,consensus,discuss,discuss,cohesion,consensus,emotion,discuss,coregulate,discuss,coregulate,discuss,consensus,,,,,,,,,
discuss,emotion,cohesion,consensus,consensus,discuss,cohesion,consensus,discuss,,,,,,,,,,,,,,,,,
cohesion,emotion,,,,,,,,,,,,,,,,,,,,,,,,
emotion,coregulate,plan,consensus,coregulate,discuss,synthesis,consensus,discuss,consensus,consensus,monitor,discuss,plan,,,,,,,,,,,,
plan,emotion,,,,,,,,,,,,,,,,,,,,,,,,
consensus,discuss,consensus,,,,,,,,,,,,,,,,,,,,,,,
emotion,cohesion,emotion,emotion,consensus,discuss,adapt,consensus,plan,discuss,coregulate,discuss,coregulate,discuss,coregulate,monitor,consensus,discuss,consensus,coregulate,plan,plan,consensus,,,
consensus,plan,consensus,consensus,discuss,consensus,plan,emotion,discuss,consensus,,,,,,,,,,,,,,,,
emotion,cohesion,consensus,discuss,coregulate,,,,,,,,,,,,,,,,,,,,,
consensus,emotion,cohesion,emotion,cohesion,plan,consensus,plan,plan,consensus,monitor,synthesis,plan,discuss,,,,,,,,,,,,
emotion,cohesion,consensus,discuss,synthesis,plan,consensus,plan,plan,consensus,plan,emotion,discuss,consensus,plan,consensus,coregulate,coregulate,plan,plan,consensus,discuss,discuss,,,
consensus,plan,plan,consensus,monitor,plan,plan,consensus,plan,emotion,,,,,,,,,,,,,,,,
synthesis,consensus,discuss,cohesion,emotion,cohesion,plan,plan,consensus,discuss,synthesis,consensus,discuss,synthesis,consensus,plan,plan,coregulate,discuss,consensus,plan,plan,consensus,plan,plan,
plan,plan,plan,emotion,consensus,coregulate,,,,,,,,,,,,,,,,,,,,
cohesion,plan,consensus,coregulate,emotion,coregulate,plan,consensus,coregulate,,,,,,,,,,,,,,,,,
emotion,consensus,coregulate,,,,,,,,,,,,,,,,,,,,,,,
plan,plan,monitor,,,,,,,,,,,,,,,,,,,,,,,
consensus,coregulate,consensus,plan,plan,monitor,consensus,discuss,,,,,,,,,,,,,,,,,,
emotion,cohesion,emotion,consensus,coregulate,emotion,consensus,,,,,,,,,,,,,,,,,,,
plan,plan,plan,emotion,consensus,monitor,plan,consensus,coregulate,discuss,consensus,plan,consensus,cohesion,emotion,monitor,,,,,,,,,,
monitor,plan,plan,discuss,,,,,,,,,,,,,,,,,,,,,,
adapt,consensus,plan,,,,,,,,,,,,,,,,,,,,,,,
monitor,discuss,consensus,monitor,cohesion,consensus,discuss,emotion,consensus,plan,consensus,discuss,synthesis,consensus,coregulate,plan,plan,monitor,emotion,consensus,consensus,coregulate,plan,,,
consensus,plan,coregulate,monitor,cohesion,plan,consensus,coregulate,discuss,consensus,plan,consensus,coregulate,emotion,cohesion,consensus,plan,discuss,consensus,discuss,consensus,monitor,,,,
emotion,cohesion,,,,,,,,,,,,,,,,,,,,,,,,
discuss,emotion,discuss,coregulate,discuss,discuss,consensus,plan,plan,emotion,cohesion,plan,,,,,,,,,,,,,,
plan,emotion,plan,emotion,plan,monitor,plan,consensus,coregulate,plan,consensus,discuss,synthesis,consensus,emotion,cohesion,plan,consensus,discuss,,,,,,,
monitor,plan,emotion,consensus,consensus,monitor,plan,plan,plan,plan,emotion,,,,,,,,,,,,,,,
consensus,plan,consensus,consensus,coregulate,plan,consensus,plan,plan,plan,emotion,emotion,cohesion,coregulate,discuss,consensus,plan,emotion,cohesion,consensus,plan,consensus,,,,
emotion,consensus,plan,plan,consensus,emotion,cohesion,consensus,coregulate,adapt,consensus,,,,,,,,,,,,,,,
emotion,cohesion,emotion,consensus,monitor,plan,consensus,plan,emotion,emotion,cohesion,plan,,,,,,,,,,,,,,
consensus,coregulate,consensus,coregulate,monitor,discuss,consensus,plan,emotion,cohesion,consensus,plan,plan,consensus,coregulate,discuss,emotion,cohesion,emotion,monitor,discuss,discuss,consensus,coregulate,,
discuss,consensus,discuss,emotion,plan,consensus,coregulate,emotion,cohesion,emotion,cohesion,coregulate,cohesion,emotion,cohesion,consensus,discuss,coregulate,consensus,discuss,emotion,plan,consensus,emotion,,
plan,emotion,consensus,discuss,emotion,consensus,discuss,coregulate,monitor,plan,consensus,coregulate,discuss,consensus,discuss,consensus,coregulate,discuss,emotion,monitor,emotion,,,,,
consensus,plan,emotion,discuss,consensus,consensus,discuss,coregulate,plan,plan,plan,plan,plan,consensus,plan,plan,monitor,consensus,discuss,consensus,plan,consensus,plan,,,
discuss,consensus,plan,,,,,,,,,,,,,,,,,,,,,,,
emotion,consensus,plan,consensus,coregulate,plan,emotion,consensus,,,,,,,,,,,,,,,,,,
synthesis,emotion,consensus,consensus,emotion,consensus,emotion,consensus,coregulate,synthesis,consensus,plan,emotion,consensus,coregulate,consensus,discuss,discuss,discuss,consensus,plan,plan,plan,,,
discuss,discuss,cohesion,discuss,discuss,consensus,coregulate,monitor,cohesion,consensus,plan,plan,cohesion,consensus,plan,consensus,,,,,,,,,,
consensus,plan,plan,consensus,plan,discuss,discuss,discuss,consensus,plan,emotion,cohesion,consensus,discuss,emotion,consensus,,,,,,,,,,
synthesis,plan,plan,consensus,coregulate,discuss,consensus,discuss,coregulate,plan,consensus,monitor,discuss,cohesion,plan,cohesion,consensus,,,,,,,,,
monitor,plan,plan,plan,monitor,plan,emotion,cohesion,consensus,plan,consensus,plan,consensus,coregulate,cohesion,plan,emotion,plan,plan,,,,,,,
emotion,consensus,emotion,cohesion,consensus,plan,plan,plan,consensus,plan,monitor,discuss,cohesion,consensus,discuss,discuss,synthesis,consensus,emotion,,,,,,,
plan,plan,plan,,,,,,,,,,,,,,,,,,,,,,,
plan,emotion,consensus,discuss,consensus,,,,,,,,,,,,,,,,,,,,,
coregulate,plan,plan,cohesion,consensus,coregulate,monitor,discuss,cohesion,consensus,plan,consensus,plan,consensus,plan,consensus,consensus,discuss,consensus,discuss,discuss,plan,plan,monitor,,
consensus,plan,,,,,,,,,,,,,,,,,,,,,,,,
discuss,emotion,cohesion,consensus,consensus,plan,plan,consensus,emotion,monitor,emotion,consensus,consensus,monitor,coregulate,consensus,,,,,,,,,,
discuss,consensus,discuss,coregulate,discuss,coregulate,plan,plan,emotion,consensus,discuss,discuss,consensus,emotion,synthesis,plan,plan,consensus,coregulate,emotion,consensus,plan,,,,
discuss,synthesis,consensus,cohesion,consensus,coregulate,coregulate,plan,plan,plan,emotion,consensus,discuss,adapt,consensus,,,,,,,,,,,
emotion,consensus,plan,consensus,plan,,,,,,,,,,,,,,,,,,,,,
consensus,plan,consensus,consensus,coregulate,discuss,monitor,discuss,adapt,emotion,discuss,emotion,consensus,plan,plan,plan,consensus,plan,emotion,consensus,plan,plan,consensus,plan,,
consensus,plan,plan,emotion,consensus,consensus,monitor,discuss,coregulate,emotion,consensus,,,,,,,,,,,,,,,
discuss,emotion,cohesion,consensus,discuss,adapt,plan,plan,coregulate,monitor,discuss,consensus,,,,,,,,,,,,,,
monitor,consensus,plan,consensus,discuss,consensus,discuss,emotion,plan,,,,,,,,,,,,,,,,,
consensus,coregulate,emotion,emotion,cohesion,monitor,consensus,discuss,discuss,emotion,consensus,plan,plan,plan,plan,plan,consensus,plan,consensus,emotion,plan,plan,consensus,coregulate,discuss,
synthesis,consensus,discuss,consensus,monitor,discuss,consensus,emotion,cohesion,discuss,discuss,consensus,plan,,,,,,,,,,,,,
